time_s,centerline_distance_m,full_cylinder_worst_distance_m,centerline_projection_lambda,missile_cloud_distance_m
10.33526667,274.76014429,274.76014429,-0.0161609300,274.76014429
10.33920000,275.93885564,275.93885564,-0.0162313951,275.93885564
10.34313333,277.11756846,277.11756846,-0.0163018700,277.11756846
10.34706667,278.29628274,278.29628274,-0.0163723547,278.29628274
10.35100000,279.47499845,279.47499845,-0.0164428492,279.47499845
10.35493333,280.65371558,280.65371558,-0.0165133535,280.65371558
10.35886667,281.83243411,281.83243411,-0.0165838675,281.83243411
10.36280000,283.01115402,283.01115402,-0.0166543914,283.01115402
10.36673333,284.18987529,284.18987529,-0.0167249250,284.18987529
10.37066667,285.36859791,285.36859791,-0.0167954684,285.36859791
10.37460000,286.54732186,286.54732186,-0.0168660217,286.54732186
10.37853333,287.72604713,287.72604713,-0.0169365847,287.72604713
10.38246667,288.90477369,288.90477369,-0.0170071576,288.90477369
10.38640000,290.08350153,290.08350153,-0.0170777402,290.08350153
10.39033333,291.26223064,291.26223064,-0.0171483327,291.26223064
10.39426667,292.44096101,292.44096101,-0.0172189349,292.44096101
10.39820000,293.61969261,293.61969261,-0.0172895470,293.61969261
10.40213333,294.79842543,294.79842543,-0.0173601689,294.79842543
10.40606667,295.97715945,295.97715945,-0.0174308005,295.97715945
10.41000000,297.15589467,297.15589467,-0.0175014421,297.15589467
10.41393333,298.33463107,298.33463107,-0.0175720934,298.33463107
10.41786667,299.51336863,299.51336863,-0.0176427545,299.51336863
10.42180000,300.69210735,300.69210735,-0.0177134255,300.69210735
10.42573333,301.87084720,301.87084720,-0.0177841063,301.87084720
10.42966667,303.04958817,303.04958817,-0.0178547969,303.04958817
10.43360000,304.22833026,304.22833026,-0.0179254974,304.22833026
10.43753333,305.40707344,305.40707344,-0.0179962077,305.40707344
10.44146667,306.58581771,306.58581771,-0.0180669278,306.58581771
10.44540000,307.76456305,307.76456305,-0.0181376577,307.76456305
10.44933333,308.94330945,308.94330945,-0.0182083975,308.94330945
10.45326667,310.12205690,310.12205690,-0.0182791471,310.12205690
10.45720000,311.30080539,311.30080539,-0.0183499066,311.30080539
10.46113333,312.47955491,312.47955491,-0.0184206759,312.47955491
10.46506667,313.65830543,313.65830543,-0.0184914551,313.65830543
10.46900000,314.83705696,314.83705696,-0.0185622441,314.83705696
10.47293333,316.01580948,316.01580948,-0.0186330429,316.01580948
10.47686667,317.19456298,317.19456298,-0.0187038516,317.19456298
10.48080000,318.37331744,318.37331744,-0.0187746702,318.37331744
10.48473333,319.55207287,319.55207287,-0.0188454986,319.55207287
10.48866667,320.73082924,320.73082924,-0.0189163368,320.73082924
10.49260000,321.90958655,321.90958655,-0.0189871850,321.90958655
10.49653333,323.08834479,323.08834479,-0.0190580430,323.08834479
10.50046667,324.26710394,324.26710394,-0.0191289108,324.26710394
10.50440000,325.44586400,325.44586400,-0.0191997885,325.44586400
10.50833333,326.62462496,326.62462496,-0.0192706761,326.62462496
10.51226667,327.80338680,327.80338680,-0.0193415736,327.80338680
10.51620000,328.98214953,328.98214953,-0.0194124809,328.98214953
10.52013333,330.16091312,330.16091312,-0.0194833981,330.16091312
10.52406667,331.33967757,331.33967757,-0.0195543252,331.33967757
10.52800000,332.51844287,332.51844287,-0.0196252621,332.51844287
10.53193333,333.69720901,333.69720901,-0.0196962090,333.69720901
10.53586667,334.87597598,334.87597598,-0.0197671657,334.87597598
10.53980000,336.05474378,336.05474378,-0.0198381323,336.05474378
10.54373333,337.23351239,337.23351239,-0.0199091088,337.23351239
10.54766667,338.41228181,338.41228181,-0.0199800951,338.41228181
10.55160000,339.59105202,339.59105202,-0.0200510914,339.59105202
10.55553333,340.76982303,340.76982303,-0.0201220976,340.76982303
10.55946667,341.94859481,341.94859481,-0.0201931136,341.94859481
10.56340000,343.12736737,343.12736737,-0.0202641396,343.12736737
10.56733333,344.30614070,344.30614070,-0.0203351754,344.30614070
10.57126667,345.48491478,345.48491478,-0.0204062212,345.48491478
10.57520000,346.66368961,346.66368961,-0.0204772768,346.66368961
10.57913333,347.84246518,347.84246518,-0.0205483424,347.84246518
10.58306667,349.02124149,349.02124149,-0.0206194178,349.02124149
10.58700000,350.20001853,350.20001853,-0.0206905032,350.20001853
10.59093333,351.37879628,351.37879628,-0.0207615985,351.37879628
10.59486667,352.55757475,352.55757475,-0.0208327037,352.55757475
10.59880000,353.73635393,353.73635393,-0.0209038188,353.73635393
10.60273333,354.91513380,354.91513380,-0.0209749438,354.91513380
10.60666667,356.09391436,356.09391436,-0.0210460788,356.09391436
10.61060000,357.27269561,357.27269561,-0.0211172236,357.27269561
10.61453333,358.45147754,358.45147754,-0.0211883784,358.45147754
10.61846667,359.63026014,359.63026014,-0.0212595431,359.63026014
10.62240000,360.80904340,360.80904340,-0.0213307178,360.80904340
10.62633333,361.98782732,361.98782732,-0.0214019024,361.98782732
10.63026667,363.16661189,363.16661189,-0.0214730969,363.16661189
10.63420000,364.34539711,364.34539711,-0.0215443013,364.34539711
10.63813333,365.52418297,365.52418297,-0.0216155157,365.52418297
10.64206667,366.70296946,366.70296946,-0.0216867400,366.70296946
10.64600000,367.88175658,367.88175658,-0.0217579743,367.88175658
10.64993333,369.06054432,369.06054432,-0.0218292185,369.06054432
10.65386667,370.23933267,370.23933267,-0.0219004726,370.23933267
10.65780000,371.41812164,371.41812164,-0.0219717367,371.41812164
10.66173333,372.59691120,372.59691120,-0.0220430107,372.59691120
10.66566667,373.77570137,373.77570137,-0.0221142947,373.77570137
10.66960000,374.95449212,374.95449212,-0.0221855887,374.95449212
10.67353333,376.13328347,376.13328347,-0.0222568926,376.13328347
10.67746667,377.31207539,377.31207539,-0.0223282064,377.31207539
10.68140000,378.49086789,378.49086789,-0.0223995302,378.49086789
10.68533333,379.66966096,379.66966096,-0.0224708640,379.66966096
10.68926667,380.84845460,380.84845460,-0.0225422077,380.84845460
10.69320000,382.02724879,382.02724879,-0.0226135614,382.02724879
10.69713333,383.20604354,383.20604354,-0.0226849251,383.20604354
10.70106667,384.38483884,384.38483884,-0.0227562987,384.38483884
10.70500000,385.56363468,385.56363468,-0.0228276823,385.56363468
10.70893333,386.74243106,386.74243106,-0.0228990759,386.74243106
10.71286667,387.92122798,387.92122798,-0.0229704795,387.92122798
10.71680000,389.10002543,389.10002543,-0.0230418930,389.10002543
10.72073333,390.27882340,390.27882340,-0.0231133165,390.27882340
10.72466667,391.45762189,391.45762189,-0.0231847500,391.45762189
10.72860000,392.63642090,392.63642090,-0.0232561935,392.63642090
10.73253333,393.81522041,393.81522041,-0.0233276470,393.81522041
10.73646667,394.99402044,394.99402044,-0.0233991104,394.99402044
10.74040000,396.17282096,396.17282096,-0.0234705838,396.17282096
10.74433333,397.35162199,397.35162199,-0.0235420673,397.35162199
10.74826667,398.53042350,398.53042350,-0.0236135607,398.53042350
10.75220000,399.70922551,399.70922551,-0.0236850641,399.70922551
10.75613333,400.88802800,400.88802800,-0.0237565776,400.88802800
10.76006667,402.06683096,402.06683096,-0.0238281010,402.06683096
10.76400000,403.24563441,403.24563441,-0.0238996344,403.24563441
10.76793333,404.42443832,404.42443832,-0.0239711779,404.42443832
10.77186667,405.60324271,405.60324271,-0.0240427313,405.60324271
10.77580000,406.78204755,406.78204755,-0.0241142947,406.78204755
10.77973333,407.96085286,407.96085286,-0.0241858682,407.96085286
10.78366667,409.13965862,409.13965862,-0.0242574517,409.13965862
10.78760000,410.31846483,410.31846483,-0.0243290452,410.31846483
10.79153333,411.49727149,411.49727149,-0.0244006487,411.49727149
10.79546667,412.67607860,412.67607860,-0.0244722622,412.67607860
10.79940000,413.85488614,413.85488614,-0.0245438858,413.85488614
10.80333333,415.03369412,415.03369412,-0.0246155193,415.03369412
10.80726667,416.21250253,416.21250253,-0.0246871629,416.21250253
10.81120000,417.39131137,417.39131137,-0.0247588166,417.39131137
10.81513333,418.57012064,418.57012064,-0.0248304802,418.57012064
10.81906667,419.74893033,419.74893033,-0.0249021539,419.74893033
10.82300000,420.92774044,420.92774044,-0.0249738376,420.92774044
10.82693333,422.10655096,422.10655096,-0.0250455314,422.10655096
10.83086667,423.28536189,423.28536189,-0.0251172352,423.28536189
10.83480000,424.46417323,424.46417323,-0.0251889490,424.46417323
10.83873333,425.64298497,425.64298497,-0.0252606729,425.64298497
10.84266667,426.82179712,426.82179712,-0.0253324068,426.82179712
10.84660000,428.00060966,428.00060966,-0.0254041508,428.00060966
10.85053333,429.17942260,429.17942260,-0.0254759048,429.17942260
10.85446667,430.35823592,430.35823592,-0.0255476689,430.35823592
10.85840000,431.53704964,431.53704964,-0.0256194430,431.53704964
10.86233333,432.71586374,432.71586374,-0.0256912272,432.71586374
10.86626667,433.89467822,433.89467822,-0.0257630215,433.89467822
10.87020000,435.07349308,435.07349308,-0.0258348258,435.07349308
10.87413333,436.25230832,436.25230832,-0.0259066401,436.25230832
10.87806667,437.43112393,437.43112393,-0.0259784645,437.43112393
10.88200000,438.60993991,438.60993991,-0.0260502990,438.60993991
10.88593333,439.78875625,439.78875625,-0.0261221436,439.78875625
10.88986667,440.96757296,440.96757296,-0.0261939982,440.96757296
10.89380000,442.14639003,442.14639003,-0.0262658629,442.14639003
10.89773333,443.32520745,443.32520745,-0.0263377377,443.32520745
10.90166667,444.50402523,444.50402523,-0.0264096226,444.50402523
10.90560000,445.68284337,445.68284337,-0.0264815175,445.68284337
10.90953333,446.86166185,446.86166185,-0.0265534225,446.86166185
10.91346667,448.04048068,448.04048068,-0.0266253376,448.04048068
10.91740000,449.21929985,449.21929985,-0.0266972628,449.21929985
10.92133333,450.39811936,450.39811936,-0.0267691980,450.39811936
10.92526667,451.57693922,451.57693922,-0.0268411434,451.57693922
10.92920000,452.75575940,452.75575940,-0.0269130988,452.75575940
10.93313333,453.93457992,453.93457992,-0.0269850644,453.93457992
10.93706667,455.11340078,455.11340078,-0.0270570400,455.11340078
10.94100000,456.29222196,456.29222196,-0.0271290258,456.29222196
10.94493333,457.47104346,457.47104346,-0.0272010216,457.47104346
10.94886667,458.64986529,458.64986529,-0.0272730275,458.64986529
10.95280000,459.82868744,459.82868744,-0.0273450436,459.82868744
10.95673333,461.00750990,461.00750990,-0.0274170697,461.00750990
10.96066667,462.18633268,462.18633268,-0.0274891060,462.18633268
10.96460000,463.36515578,463.36515578,-0.0275611524,463.36515578
10.96853333,464.54397919,464.54397919,-0.0276332088,464.54397919
10.97246667,465.72280290,465.72280290,-0.0277052754,465.72280290
10.97640000,466.90162692,466.90162692,-0.0277773521,466.90162692
10.98033333,468.08045124,468.08045124,-0.0278494390,468.08045124
10.98426667,469.25927587,469.25927587,-0.0279215359,469.25927587
10.98820000,470.43810080,470.43810080,-0.0279936430,470.43810080
10.99213333,471.61692602,471.61692602,-0.0280657602,471.61692602
10.99606667,472.79575153,472.79575153,-0.0281378875,472.79575153
11.00000000,473.97457734,473.97457734,-0.0282100250,473.97457734
